name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
Chain of Lakes Restroom,6919291330605723233,restroom,0,0,0,0,37.767975489668096,-122.50181865801785,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501818658 37.76797549),1,Golden Gate Park,2024/09/04 01:18:59 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Drinking Fountain,3110329447527087005,drinking_water,1,0,0,0,37.71360476,-122.43296599,,San Francisco,CA,,Crocker Amazon Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.432965988 37.713604757),11,Excelsior,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,58,9,1,7,158
Glen Park Rec Center,1653814492978563231,restroom,0,0,0,0,37.7370245859576,-122.44076950422266,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440769504 37.737024586),8,Glen Park,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,96,9,5,10,239
Cabrillo Playground - Drinking Fountain/Cooler,9115975056274292658,drinking_water,1,0,0,0,37.77297404,-122.49900828,851 38th Ave,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499008277 37.772974039),1,Outer Richmond,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,8,8,4,29,81
Crocker Amazon Playground - Drinking Fountain/Cooler,1867864060672035884,drinking_water,1,1,0,0,37.71379099,-122.42993906000001,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42993906 37.713790993),11,Excelsior,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,58,9,1,7,158
Camp Mather - Drinking fountain,5264800034032263896,drinking_water,1,0,0,0,37.88344952,-119.85691668,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.856916694 37.883449467),,,2024/08/19 10:00:34 AM,2024/10/10 10:40:59 AM,,,,,50
Youngblood Colman Park,8953154863104910777,drinking_water,0,1,1,0,37.739575,-122.385795,615 Mendell St,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,,,Daily,,puc,POINT (-122.385795 37.739575),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,86,2,9,1,
Hayward Path Drinking Fountain,2166612845956990226,drinking_water,1,1,0,0,37.78074053,-122.42663067,,San Francisco,CA,,Margaret S.Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426630672 37.780740531),5,Western Addition,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,100,4,11,39,140
Lake Merced Park - Drinking Fountain/Cooler,4843891343408355453,drinking_water,1,1,0,0,37.72594388,-122.49985018999999,1 Harding Rd,San Francisco,CA,94132,Lake Merced Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499850186 37.725943881),7,Lakeshore,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,43,10,8,16,2
Coleridge Mini Park - Drinking Fountain/Cooler,1364794861201751412,drinking_water,1,0,0,0,37.74428394,-122.41949464999999,90 Coleridge St,San Francisco,CA,94110,Coleridge Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.419494652 37.74428394),9,Bernal Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,83,9,2,2,156
Bayfront Park #1,2819301328891327176,drinking_water,1,1,1,1,37.767503,-122.386062,"Terry A Francois Blvd, Mission Bay",San Francisco,CA,94158,,,,,,,port,POINT (-122.386062 37.767503),6,Mission Bay,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,34,1,10,4,
"Heron's Head Park, Eco Center",3013277213648008590,drinking_water,1,1,0,1,37.740119,-122.37597,32 Jennings Street,San Francisco,CA,94124,,publicly_accessible,,,Daily,Near entrance/on park path,port,POINT (-122.37597 37.740119),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,56,2,9,1,
West Restroom,8593550973827787120,restroom,0,0,0,0,37.72515055880462,-122.44552972539844,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.445529725 37.725150559),11,Outer Mission,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,94,9,1,28,76
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,2256536259997880441,drinking_water,1,1,0,0,37.71509077,-122.45890729,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458907294 37.715090767),11,Oceanview/Merced/Ingleside,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,81,10,1,24,89
DuPont Tennis Courts - Drinking Fountain/Cooler,3262834533380929173,drinking_water,1,0,0,0,37.78286232,-122.49084131,336 31st Ave,San Francisco,CA,94121,DuPont Tennis Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.490841311 37.782862319),1,Outer Richmond,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,8,8,4,29,207
Cabrillo Clubhouse,5261161722080981663,restroom,0,0,0,0,37.77310559016735,-122.49848816074777,851 38th Ave,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498488161 37.77310559),1,Outer Richmond,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,8,8,4,29,81
