name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
Angelo J. Rossi Playground - Drinking Fountain/Cooler,1506469300865846451,drinking_water,1,0,0,0,37.777996890000004,-122.45769443,600 Arguello Blvd,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457694432 37.777996888),1,Lone Mountain/USF,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,12,8,4,18,204
Kezar Pavilion,4761528511872076776,restroom,0,0,0,0,37.76745061878301,-122.45405121776848,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.454051218 37.767450619),5,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Miraloma Playground Clubhouse,7139414283949802640,restroom,0,0,0,0,37.739129517709415,-122.44952483192755,25 Omar Way,San Francisco,CA,94127,Miraloma Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449524832 37.739129518),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,72,9,8,41,136
Golden Gate Valley Branch Library,6026358941900616187,drinking_water,1,0,0,0,37.796788830000025,-122.429023471,1801 Green St,San Francisco,CA,94123,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:12:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.429023471 37.79678883),2,Marina,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,102,4,6,13,
Sunnyside Playground Clubhouse,9055670515573099311,restroom,0,0,0,0,37.73377719959593,-122.44773858945291,233 Melrose Avenue,San Francisco,CA,94127,Sunnyside Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447738589 37.7337772),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,95,9,8,41,222
Cottage Row Mini Park - Drinking Fountain/Cooler,4156230811836863111,drinking_water,1,0,0,0,37.78641126,-122.43227246,,San Francisco,CA,94115,Cottage Row Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.432272462 37.786411264),5,Pacific Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,101,4,11,30,157
Sunset Branch Library,4394614105614042565,drinking_water,1,0,0,0,37.76334875500004,-122.47631075399994,1305 18th Ave,San Francisco,CA,94122,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.476310754 37.763348755),7,Inner Sunset,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,109,10,7,14,
Mission Pit Stop - 3100 26th Street,8331964738456881686,restroom,0,0,0,0,37.749447,-122.4116183,3100 26th Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4116183 37.749447),9,Mission,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,53,3,2,20,
In Chan KaJaal Path Drinking fountain,1639983664002212285,drinking_water,1,0,0,0,37.7640845,-122.41599351999999,,San Francisco,CA,,In Chan Kaajal Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415993525 37.764084497),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,53,3,2,20,203
Lower Great Highway Taraval Restrooms,271232090700619754,restroom,0,0,0,0,37.741426624578615,-122.50707979596514,,San Francisco,CA,94132,Lower Great Highway,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507079796 37.741426625),4,Sunset/Parkside,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,39,10,7,35,20
Telegraph Hill - Pioneer Park - Drinking Fountain/Cooler,2755329227337768798,drinking_water,1,0,0,0,37.80227023,-122.4059445,1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405944498 37.802270225),3,North Beach,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,18,6,3,23,227
Mission Dolores South Restrooms,6914552669529225689,restroom,0,0,0,0,37.75856332910622,-122.42641901416427,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426419014 37.758563329),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,37,3,5,5,213
Lafayette Park - Drinking Fountain/Cooler,9114764941840782925,drinking_water,1,0,0,0,37.79131419,-122.42861962,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428619617 37.791314191),2,Pacific Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,102,4,6,30,212
Upper Noe Rec Center - Drinking Fountain/Cooler,5398316039961782918,drinking_water,1,0,0,0,37.74272962,-122.42702129000001,295 Day St,San Francisco,CA,94131,Upper Noe Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427021289 37.742729619),8,Noe Valley,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,84,9,5,22,100
Mission Pit Stop - Julian Avenue & 15th Street,3416910908677214350,restroom,0,0,0,0,37.7665961,-122.4210799,Julian Avenue & 15th Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4210799 37.7665961),9,Mission,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,53,3,2,20,
Louis Sutter Clubhouse,5639449430404933875,restroom,0,0,0,0,37.722389879019694,-122.41438687566155,599 Yale St,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.414386876 37.722389879),9,McLaren Park,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,73,2,2,19,10
Palega Playground - Drinking Fountain/Cooler,2092795445162135838,drinking_water,1,0,0,0,37.72928418,-122.40970258,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409702576 37.729284176),9,Portola,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,91,2,2,25,130
Tennis Center Bottle filling station,4860500797477902307,drinking_water,1,1,0,0,37.77022025,-122.45937144,,San Francisco,CA,,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.459371443 37.770220251),7,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,11,12,228
Parque Ninos Unidos - Drinking Fountain/Cooler,2160527675920625495,drinking_water,1,0,0,0,37.75439025,-122.41381917999999,3070 23rd St,San Francisco,CA,94110,Parque Ninos Unidos,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.413819177 37.754390249),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,53,3,2,20,129
Drinking Fountain/Cooler,9088182886381459811,drinking_water,1,0,0,0,37.76084189,-122.4275699,,San Francisco,CA,,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427569899 37.760841888),8,Castro/Upper Market,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,37,3,5,5,213
Drinking Fountain,3815081950366659407,drinking_water,1,0,0,0,37.74789866,-122.49752444,,San Francisco,CA,,West Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.49752444 37.747898656),4,Sunset/Parkside,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,39,10,7,35,93
Horseshoe Pits Restroom,659192472714749454,restroom,0,0,0,0,37.77375254047893,-122.45599542644344,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455995426 37.77375254),1,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,7,4,12,229
Sunset Rec Center - Drinking Fountain/Cooler,7470257632226086502,drinking_water,1,0,0,0,37.757126910000004,-122.48691579000001,2201 Lawton St,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486915795 37.757126913),4,Sunset/Parkside,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,39,10,7,35,105
Mothers Meadow Drinking fountain,6677586241877824613,drinking_water,1,1,0,0,37.766347870000004,-122.47663376,,San Francisco,CA,,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476633761 37.766347866),7,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
Drinking Fountain/Cooler,3012718546509811385,drinking_water,1,1,0,0,37.72220333,-122.41308386,,San Francisco,CA,,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.41308386 37.722203325),9,McLaren Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,73,2,2,19,10
Lower Polk - Myrtle and Larkin streets (JCDecaux),7671891056194831451,restroom,0,0,0,0,37.7855716,-122.4180901,Myrtle and Larkin streets (JCDecaux),San Francisco,CA,,Sgt. John Macaulay Park,publicly_accessible,,,,,pit_stop,POINT (-122.4180901 37.7855716),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,20,5,10,36,113
Alta Plaza Park - Drinking Fountain/Cooler,8567801137821416588,drinking_water,1,0,0,0,37.79118298,-122.43717434,2501 Jackson St,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.437174342 37.791182982),2,Pacific Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,102,4,6,30,149
Kezar Stadium,3662962683842392263,restroom,0,0,0,0,37.76671178167006,-122.45600547963194,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.45600548 37.766711782),5,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Restrooms,650686414796429012,restroom,0,0,0,0,37.76376981288262,-122.43858249636831,122 States St,San Francisco,CA,94114,States Street Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438582496 37.763769813),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,113,7,5,5,107
Rossi Pool,4992873192328291991,restroom,0,0,0,0,37.77906456359353,-122.45837511234984,600 Arguello Blvd,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458375112 37.779064564),1,Lone Mountain/USF,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,12,8,4,18,204
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,3665247128755086469,drinking_water,1,0,0,0,37.766333700000004,-122.45492153,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.454921529 37.766333702),5,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Palega Playground - Drinking Fountain/Cooler,931975547843248600,drinking_water,1,0,0,0,37.72905279,-122.41024196000001,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410241957 37.729052788),9,Portola,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,91,2,2,25,130
Mission Playground - Drinking Fountain/Cooler,5562224045497253564,drinking_water,1,0,0,0,37.759595020000006,-122.42274036,3555 19th St,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422740363 37.759595022),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,37,3,5,20,214
Camp Mather - Drinking fountain,2526183219840087529,drinking_water,1,0,0,0,37.88353247,-119.85688926,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.856897598 37.88353674),,,2024/08/19 09:47:28 AM,2024/10/10 10:40:59 AM,,,,,50
Garfield Pool,1317162167191443388,restroom,0,0,0,0,37.749976574885075,-122.41197072408409,3100 26th St,San Francisco,CA,94110,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411970724 37.749976575),9,Mission,2024/08/20 06:25:03 PM,2024/10/10 10:40:59 AM,53,3,2,20,165
Lindley/Spdwy Drinking fountain,5641583082054792019,drinking_water,1,0,0,0,37.76936528,-122.49313418,,San Francisco,CA,,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.493134177 37.769365279),4,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,233
Marina Branch Library,7187167927732756918,drinking_water,1,0,0,0,37.801373632000036,-122.43413566499999,1890 Chestnut St,San Francisco,CA,94123,Moscone Rec Center,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.434135665 37.801373632),2,Marina,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,17,4,6,13,135
Ocean View Branch Library,1426602887386233589,drinking_water,1,0,0,0,37.71413776700007,-122.46597082599999,345 Randolph St,San Francisco,CA,94132,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.465970826 37.714137767),11,Oceanview/Merced/Ingleside,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,65,10,1,24,
Willie Woo Woo Wong Playground - Drinking Fountain/Cooler,4719512120181333693,drinking_water,1,0,0,0,37.79362387,-122.40706236999999,850 Sacramento St,San Francisco,CA,94108,Willie Woo Woo Wong Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.407062369 37.793623871),3,Chinatown,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,104,6,3,6,92
Drinking Fountain,2610894573734021166,drinking_water,1,0,0,0,37.772121420000005,-122.44773409,,San Francisco,CA,,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.447734095 37.772121425),5,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,24,7,11,12,229
Restrooms,1329247805289178642,restroom,0,0,0,0,37.71718343500864,-122.38878587677975,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.388785877 37.717183435),10,Bayview Hunters Point,2024/09/05 08:57:17 AM,2024/10/10 10:40:59 AM,88,2,9,1,169
Anza Branch Library,7669133687822072481,drinking_water,1,0,0,0,37.77856950700004,-122.49725809499995,550 37th Ave,San Francisco,CA,94121,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.497258095 37.778569507),1,Outer Richmond,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,8,8,4,29,
Cayuga Playground - Drinking Fountain/Cooler,3263474899544163524,drinking_water,1,0,0,0,37.71432704,-122.44986996,301 Naglee Ave,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449869964 37.714327039),11,Outer Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,66,9,1,28,205
Palega Playground - Drinking Fountain/Cooler,8565560003515972315,drinking_water,1,1,0,0,37.72937032,-122.40967734,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409677341 37.729370317),9,Portola,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,91,2,2,25,130
China Basin Park Water Fountain #3,5722591289261935719,drinking_water,1,1,0,1,37.776004,-122.388026,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By dog park,port,POINT (-122.388026 37.776004),6,Mission Bay,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,34,1,10,4,
St. Mary's Square - Drinking Fountain/Cooler,6764874477716664054,drinking_water,1,0,0,0,37.79172529,-122.40516295,633 California St,San Francisco,CA,94108,St. Mary's Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.40516295 37.791725291),3,Financial District/South Beach,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,104,6,3,8,108
Arriba Juntos,6602640275624901656,drinking_water,0,1,1,0,37.76735,-122.420036,1850 Mission St,San Francisco,CA,94103,,publicly_accessible,,,Daily,,puc,POINT (-122.420036 37.76735),9,Mission,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,53,3,2,20,
Drinking Fountain/Cooler,342731955891466352,drinking_water,1,1,0,0,37.78266862,-122.41594619,,San Francisco,CA,,Turk & Hyde Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415946192 37.782668616),5,Tenderloin,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,20,5,10,36,101
Mission Dolores Park - Drinking Fountain/Cooler,5567630140702737764,drinking_water,1,0,0,1,37.75945603,-122.42710373,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427103727 37.759456031),8,Castro/Upper Market,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,37,3,5,5,213
Southeast Community Center Water Fountain,8220617072435247540,drinking_water,1,0,0,0,37.742691,-122.387441,1550 Evans Ave,San Francisco,CA,94124,,limited_access,07:00:00,19:00:00,Weekdays,,puc,POINT (-122.387441 37.742691),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,76,2,9,1,
Blue Heron Lake Restrooms,7296636811837914405,restroom,0,0,0,0,37.770982133423345,-122.47687712949113,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476877129 37.770982133),7,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
Mission Creek Maintenance Bldg,4876547624839491143,restroom,0,0,0,0,37.77135493025545,-122.39873334886664,290 Channel St,San Francisco,CA,94158,Mission Creek Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.398733349 37.77135493),6,Mission Bay,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,34,1,10,4,
Silver Tree Clubhouse,2487482746458383229,restroom,0,0,0,0,37.74066815988966,-122.44236800766512,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.442368008 37.74066816),8,Glen Park,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,96,9,5,10,239
Restrooms,349221179640314087,restroom,0,0,0,0,37.8035364588777,-122.42122885313788,2745 Larkin St,San Francisco,CA,94109,Francisco Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421228853 37.803536459),2,Russian Hill,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,107,6,6,32,193
John McLaren Park - Drinking Fountain/Cooler,2985206971512742309,drinking_water,1,0,0,0,37.71923962,-122.4128329,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.4128329 37.71923962),9,McLaren Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,73,9,2,19,7
Crocker Amazon Playground - Drinking Fountain/Cooler,2289321129029835654,drinking_water,1,0,0,0,37.714400729999994,-122.42886245999999,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428862464 37.714400733),11,Excelsior,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,58,9,1,7,158
Glen Canyon Park - Drinking Fountain/Cooler,5285142657961475424,drinking_water,1,0,0,1,37.73655267,-122.44078843000001,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440788434 37.736552673),8,Glen Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,96,9,5,10,239
Ortega Branch Library,1845787657090241694,drinking_water,1,0,0,0,37.75122405800005,-122.49810319699998,3223 Ortega St,San Francisco,CA,94122,West Sunset Playground,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:11:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.498103197 37.751224058),4,Sunset/Parkside,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,39,10,7,35,93
Alice Chalmers Playground - Drinking Fountain/Cooler,7943212998836172716,drinking_water,1,0,0,0,37.70975592,-122.44678565000001,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.446785654 37.709755918),11,Excelsior,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,58,9,1,7,68
Jerry Garcia Parking Bottle filling station,7130395867181689427,drinking_water,1,1,0,0,37.7209238,-122.41692421,,San Francisco,CA,,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.41692421 37.720923801),9,McLaren Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,73,9,2,19,7
Restrooms,2097687449800146040,restroom,0,0,0,0,37.79172382012726,-122.42815243343853,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428152433 37.79172382),2,Pacific Heights,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,102,4,6,30,212
Mission Dolores North Restrooms,6020738412176969080,restroom,0,0,0,0,37.76079354207481,-122.42768731036253,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42768731 37.760793542),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,37,3,5,5,213
Mother's Meadow Restroom - Male Restroom,6180309375448842345,restroom,0,0,0,0,37.76638470261748,-122.476697089109,,San Francisco,CA,94122,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476697089 37.766384703),7,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
Beach Chalet Soccer Fields Restrooms,4047199765492045528,restroom,0,0,0,0,37.767267840268474,-122.50798559173633,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507985592 37.76726784),4,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Parkside Branch Library,580239198389475256,drinking_water,1,0,0,0,37.74316235800006,-122.47934506399997,1200 Taraval St,San Francisco,CA,94116,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.479345064 37.743162358),4,Sunset/Parkside,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,40,10,7,35,
Boat Children's Play Area Restroom,7770145530081648003,restroom,0,0,0,0,37.7644801806687,-122.50495827514384,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504958275 37.764480181),4,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Mountain Lake Park - Drinking Fountain/Cooler,4678307295294231026,drinking_water,1,0,0,0,37.787493489999996,-122.4684184,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468418396 37.787493492),1,Inner Richmond,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,4,,6,11,134
Mission Rec Center - Drinking Fountain/Cooler,1239971004455109944,drinking_water,1,0,0,0,37.7581285,-122.413062,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.413062002 37.758128501),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,53,3,2,20,215
J.P. Murphy Playground - Drinking Fountain/Cooler,2433286473376299180,drinking_water,1,0,0,0,37.75209419,-122.46505760000001,1960 9th Ave,San Francisco,CA,94116,J.P. Murphy Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.4650576 37.752094186),7,Inner Sunset,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,45,10,8,14,178
Bayfront Park ##2,812756095121936560,drinking_water,1,1,1,1,37.769266,-122.385705,"Terry A Francois Blvd, Mission Bay",San Francisco,CA,94158,,,,,,,port,POINT (-122.385705 37.769266),6,Mission Bay,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,34,1,10,4,
Walter Haas Playground - Drinking Fountain/Cooler,7979184012007724705,drinking_water,1,1,0,0,37.74064005,-122.43528427999999,300 Addison St,San Francisco,CA,94131,Walter Haas Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435284284 37.740640052),8,Glen Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,59,9,5,10,96
Bayview Picnic AreaBottle filling station,7364067302491079596,drinking_water,1,1,0,0,37.725796290000005,-122.39330733,,San Francisco,CA,,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393307335 37.725796292),10,Bayview Hunters Point,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,86,2,9,1,77
Fulton Clubhouse,5914464353027580566,restroom,0,0,0,0,37.77354501950078,-122.48663993296265,855 27th Ave,San Francisco,CA,94121,Fulton Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486639933 37.77354502),1,Outer Richmond,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,8,8,4,29,210
